,earnings,gender,age,region,education,degree
183,24.03846169,female,42,South,16,highschool
184,12.58741283,male,63,South,18,bachelor
185,14.42307663,female,50,South,12,highschool
186,13.94230747,female,27,South,16,highschool
187,15.38461494,female,47,South,10,highschool
188,9.230769157,female,27,South,13,highschool
189,14.42307663,female,46,South,12,highschool
190,30.76922989,female,64,South,12,highschool
191,12.98076916,female,56,South,12,highschool
192,8.17307663,female,38,South,11,highschool
193,9.391771317,female,27,South,14,highschool
194,14.42307663,female,41,Northeast,12,highschool
195,21.63461494,male,42,Northeast,12,highschool
196,14.42307663,female,45,Northeast,12,highschool
197,10.53846169,male,27,Northeast,13,highschool
198,9.134614944,male,40,Northeast,12,highschool
199,18.02884674,male,37,Northeast,16,highschool
200,38.46154022,male,29,South,18,highschool
201,11.45833302,male,56,South,13,highschool
202,44.48380661,female,37,South,19,bachelor
203,36.71328735,male,57,South,13,highschool
204,38.46154022,male,35,South,16,highschool
205,45.19230652,male,56,South,14,highschool
206,19.23077011,male,29,South,18,highschool
207,9.615385056,male,53,South,12,highschool
208,15.38461494,female,53,South,12,highschool
209,4.578754425,female,27,South,11,highschool
210,9.79020977,male,25,South,10,highschool
211,10.81730747,female,29,South,11,highschool
212,21.2550602,male,27,Northeast,14,highschool
213,33.65384674,male,48,Northeast,20,bachelor
214,42.30769348,male,48,Northeast,18,highschool
215,21.15384674,female,59,Northeast,12,highschool
216,13.46153831,male,63,Northeast,8,highschool
217,11.85897446,female,54,Northeast,12,highschool
218,40.86538315,male,46,Northeast,12,highschool
219,5.769230843,male,29,Northeast,12,highschool
220,5.769230843,female,28,Northeast,13,highschool
221,48.07692337,male,63,Northeast,19,bachelor
222,7.211538315,male,22,Northeast,12,highschool
223,43.26922989,male,45,Northeast,19,bachelor
224,55.28845978,female,40,Northeast,19,bachelor
225,48.07692337,male,33,Northeast,16,highschool
226,28.84615326,female,27,Northeast,16,highschool
227,8,female,42,Northeast,12,highschool
228,26.44230843,male,61,Northeast,18,highschool
229,27.88461494,female,60,Northeast,14,highschool
230,13.94230747,female,35,Northeast,13,highschool
231,20.19230843,male,41,Northeast,12,highschool
232,9.615385056,female,40,Northeast,12,highschool
233,36.87163544,female,46,Northeast,16,highschool
234,24.51922989,male,42,Northeast,6,highschool
235,14.42307663,male,49,Northeast,12,highschool
236,9.615385056,male,25,Northeast,12,highschool
237,14.52991486,female,24,Northeast,12,highschool
238,20.67307663,female,58,Northeast,12,highschool
239,21.63461494,female,38,Northeast,16,highschool
240,20.67307663,male,37,Northeast,14,highschool
241,20.19230843,male,64,Northeast,18,highschool
242,28.84615326,male,48,Northeast,12,highschool
243,12.59615421,female,26,Northeast,16,highschool
244,11.53846169,male,52,Northeast,13,highschool
245,19.23077011,male,41,Midwest,14,highschool
246,13.5,male,29,Midwest,12,highschool
247,6.25,female,64,Midwest,13,highschool
248,14.42307663,female,33,Midwest,16,highschool
249,17.30769157,female,43,Midwest,13,highschool
250,47.0836525,male,45,Midwest,18,highschool
251,37.5,male,63,Midwest,13,highschool
252,38.46154022,male,46,Midwest,16,highschool
253,26.375,female,27,Midwest,13,highschool
254,38.46154022,male,36,Midwest,16,highschool
255,25.48077011,male,53,Midwest,13,highschool
256,8.653845787,female,34,Midwest,13,highschool
257,43.26922989,male,53,Midwest,12,highschool
258,16.82692337,female,48,Midwest,12,highschool
259,21.15384674,male,33,Midwest,12,highschool
260,42.73504257,female,30,Midwest,19,bachelor
261,23.07692337,male,31,Midwest,16,highschool
262,42.30769348,male,51,Midwest,16,highschool
263,26.44230843,female,51,Midwest,13,highschool
264,26.44230843,male,53,Midwest,13,highschool
265,11.53846169,female,40,Midwest,18,highschool
266,2.342657328,male,32,Midwest,16,highschool
267,12.98076916,male,30,Midwest,16,highschool
268,11.77884579,female,23,Midwest,14,highschool
269,14.90384579,male,49,Midwest,12,highschool
270,30.625,female,56,Midwest,13,highschool
271,45.67307663,male,43,Midwest,18,highschool
272,11.05769253,male,21,Midwest,12,highschool
273,19.23077011,female,40,Midwest,14,highschool
274,19.23077011,male,43,Midwest,12,highschool
275,4.182692528,male,33,Midwest,12,highschool
276,12.29874802,female,36,Northeast,16,highschool
277,12.65182209,female,58,Northeast,11,highschool
278,14.17004013,male,57,Northeast,10,highschool
279,16.97115326,male,32,Northeast,13,highschool
280,19.23077011,male,58,South,12,highschool
281,21.63461494,female,52,South,12,highschool
282,10,male,60,Northeast,12,highschool
283,28.84615326,male,50,Northeast,16,highschool
284,12.98076916,female,54,Northeast,12,highschool
285,13.80629349,female,52,Northeast,14,highschool
286,43.07692337,male,52,Northeast,18,highschool
287,14.42307663,female,50,Northeast,12,highschool
288,19.23077011,male,41,South,13,highschool
289,6.04395628,female,41,South,13,highschool
290,42.30769348,male,60,Northeast,16,highschool
291,35.47008514,male,30,Northeast,13,highschool
292,15.68825912,female,26,Northeast,13,highschool
293,23.07692337,male,46,Northeast,12,highschool
294,14.42307663,male,56,Northeast,13,highschool
295,16.82692337,female,57,Northeast,16,highschool
296,15.38461494,female,27,Northeast,18,highschool
297,18.75,male,30,Northeast,16,highschool
298,9.615385056,male,64,Northeast,8,highschool
299,8.17307663,female,57,Northeast,12,highschool
300,13.94230747,male,26,Northeast,12,highschool
301,10.32051277,male,49,Northeast,13,highschool
302,8.012820244,male,36,Northeast,16,highschool
303,46.70329666,female,35,Northeast,16,highschool
304,40.9919014,male,59,Northeast,16,highschool
305,38.94230652,female,58,Northeast,18,highschool
306,36.05769348,male,43,Northeast,11,highschool
307,19.23077011,female,37,Northeast,12,highschool
308,36.32478714,female,58,Northeast,16,highschool
309,14.42307663,male,32,Northeast,16,highschool
310,7.897603512,female,58,Northeast,13,highschool
311,25.61717415,female,55,Northeast,18,highschool
312,51.44230652,female,40,Northeast,18,highschool
313,19.23077011,male,36,Northeast,8,highschool
314,9.615385056,male,37,Northeast,8,highschool
315,14.42307663,male,46,Northeast,10,highschool
316,14.42307663,female,37,Northeast,10,highschool
317,16.92307663,male,35,Northeast,12,highschool
318,60.57692337,female,46,Northeast,16,highschool
319,34.61538315,female,43,Northeast,13,highschool
320,17.40384674,male,27,Northeast,13,highschool
321,24.03846169,female,30,Northeast,16,highschool
322,9.615385056,male,33,Northeast,11,highschool
323,29.72027969,female,58,Northeast,18,highschool
324,19.23077011,female,39,Northeast,13,highschool
325,8.653845787,female,61,Northeast,8,highschool
326,5.128205299,female,47,Northeast,12,highschool
327,16.82692337,male,48,Northeast,13,highschool
328,10.81730747,female,49,Northeast,13,highschool
329,7.211538315,male,37,Northeast,12,highschool
330,20.38461494,male,37,Northeast,14,highschool
331,22.59615326,female,35,Northeast,13,highschool
332,28.84615326,male,50,Northeast,14,highschool
333,17.30769157,male,50,Northeast,12,highschool
334,20.67307663,male,41,Northeast,13,highschool
335,31.65064049,male,49,Northeast,13,highschool
336,12.01923084,female,23,Northeast,16,highschool
337,14.9572649,female,39,Northeast,14,highschool
338,15.76923084,male,61,Northeast,12,highschool
339,18.83012772,male,49,Northeast,13,highschool
340,17.78846169,female,50,Northeast,16,highschool
341,4.807692528,female,60,Northeast,14,highschool
342,15,female,29,Northeast,14,highschool
343,52.13675308,female,54,Northeast,16,highschool
344,7.5,female,50,Northeast,6,highschool
345,13.36538506,male,40,Northeast,14,highschool
346,31.25,male,41,Northeast,12,highschool
347,12.01923084,female,53,Northeast,12,highschool
348,19.23077011,male,45,Northeast,11,highschool
349,9.615385056,male,26,Northeast,10,highschool
350,27.47252655,female,60,Northeast,16,highschool
351,10.57692337,female,61,Northeast,18,highschool
352,12.01923084,female,54,Northeast,12,highschool
353,25.98752594,male,57,Northeast,16,highschool
354,16.82692337,male,40,Northeast,16,highschool
355,6.923077106,female,39,Northeast,16,highschool
356,19.23077011,female,39,South,18,highschool
357,31.53846169,male,57,Northeast,16,highschool
358,17.71255112,female,26,Northeast,16,highschool
359,11.53846169,male,45,Northeast,12,highschool
360,8.653845787,male,24,Northeast,12,highschool
361,22.59615326,female,47,Northeast,14,highschool
362,22.43589783,male,58,Northeast,13,highschool
363,15.86538506,male,49,Northeast,16,highschool
364,12.17355728,female,43,Northeast,12,highschool
365,23.07692337,female,57,Northeast,14,highschool
366,16.66666603,male,49,Northeast,12,highschool
367,20.19230843,female,49,Northeast,12,highschool
368,29.9145298,male,56,Northeast,18,highschool
369,14.35445786,male,41,Northeast,12,highschool
370,2.5,female,38,Northeast,12,highschool
371,18.46153831,male,40,Northeast,12,highschool
372,13.22019196,female,27,Northeast,14,highschool
373,42.78845978,male,27,Northeast,16,highschool
374,16.82692337,female,58,Northeast,12,highschool
375,44.02833939,male,48,Northeast,12,highschool
376,40.86538315,male,59,Northeast,18,highschool
377,16.66666603,female,41,Northeast,18,highschool
378,46.15384674,male,54,Northeast,14,highschool
379,33.65384674,female,53,Northeast,18,highschool
380,24.03846169,male,26,Northeast,18,highschool
381,42.30769348,female,26,Northeast,19,bachelor
382,15.38461494,female,39,Northeast,12,highschool
383,20.86049461,male,38,Northeast,13,highschool
384,13.22115421,male,52,Northeast,16,highschool
385,17.03296661,male,41,Northeast,14,highschool
386,11.05769253,female,46,Northeast,14,highschool
387,15,male,26,Northeast,16,highschool
388,7.692307472,male,32,Northeast,12,highschool
389,38.46154022,male,61,Northeast,13,highschool
390,15.88628769,male,43,Northeast,12,highschool
391,9.855769157,female,46,Northeast,12,highschool
392,27.27272797,male,54,Northeast,12,highschool
393,28.84615326,female,27,Northeast,16,highschool
394,28.84615326,male,38,Northeast,12,highschool
395,25.96153831,male,51,Northeast,12,highschool
396,8.791209221,male,29,Northeast,12,highschool
397,11.05769253,male,24,Northeast,10,highschool
398,15.86538506,female,25,Northeast,12,highschool
399,16.82692337,male,43,Northeast,12,highschool
400,8.547008514,female,61,Northeast,16,highschool
401,9.615385056,female,56,Northeast,12,highschool
402,3.5,male,22,Northeast,12,highschool
403,34.13461685,female,60,Northeast,12,highschool
404,18.49112511,male,62,Northeast,12,highschool
405,10.57692337,male,57,Northeast,13,highschool
406,9.230769157,female,41,Northeast,12,highschool
407,8.17307663,male,25,Northeast,12,highschool
408,9.615385056,female,55,Northeast,10,highschool
409,25.78671265,male,62,Northeast,16,highschool
410,17.30769157,male,34,Northeast,16,highschool
411,18.02884674,female,34,Northeast,16,highschool
412,11.53846169,male,33,Northeast,16,highschool
413,19.23077011,female,44,West,20,bachelor
414,31.46853065,male,45,West,20,bachelor
415,47.00897598,male,57,Northeast,16,highschool
416,28.84663391,female,43,Northeast,18,highschool
417,44.71154022,female,58,Northeast,18,highschool
418,38.11188889,male,52,Northeast,16,highschool
419,12.82051277,female,51,Northeast,16,highschool
420,45.67307663,male,39,South,12,highschool
421,27.40384674,male,36,South,12,highschool
422,22.59615326,female,40,South,12,highschool
423,30.38461494,male,31,South,14,highschool
424,40.86538315,male,57,South,16,highschool
425,10.57692337,female,54,South,14,highschool
426,10.76923084,male,54,South,12,highschool
427,6.730769157,female,62,South,10,highschool
428,19.87179565,male,44,South,16,highschool
429,24.03846169,female,45,South,12,highschool
430,20.67307663,female,54,South,13,highschool
431,43.02980804,male,53,South,13,highschool
432,17.25833321,female,42,South,13,highschool
433,16.34615326,female,32,South,13,highschool
434,29.75961494,male,57,South,16,highschool
435,5.325443745,male,21,South,12,highschool
436,7.692307472,male,29,South,13,highschool
437,14.42307663,male,64,South,12,highschool
438,20.19230843,female,38,South,14,highschool
439,10.48951054,male,38,South,12,highschool
440,18.46153831,male,38,South,12,highschool
441,6.009615421,male,22,Midwest,12,highschool
442,13.54166698,female,36,South,12,highschool
443,28.84615326,male,33,South,12,highschool
444,11.83431911,male,59,South,12,highschool
445,15.38461494,female,54,South,16,highschool
446,12.01923084,male,40,South,14,highschool
447,17.78846169,female,36,South,16,highschool
448,11.53846169,male,30,South,12,highschool
449,9.134614944,female,27,South,12,highschool
450,43.26922989,female,47,South,16,highschool
451,28.84615326,male,29,South,13,highschool
452,7.211538315,female,46,South,12,highschool
453,30,male,40,Northeast,16,highschool
454,22.11538506,male,49,Midwest,12,highschool
455,7.889546394,female,41,Midwest,12,highschool
456,13.46153831,female,32,Midwest,12,highschool
457,15.86538506,male,31,Midwest,16,highschool
458,6.593406677,female,33,Midwest,12,highschool
459,15.38461494,female,53,Midwest,18,highschool
460,13.10817337,female,40,Midwest,14,highschool
461,7.451922894,female,59,Midwest,13,highschool
462,21.88317299,female,42,Midwest,18,highschool
463,19,male,42,Midwest,12,highschool
464,21.63461494,female,57,Midwest,18,highschool
465,21.63461494,male,56,Midwest,18,highschool
466,5.769230843,male,35,Midwest,16,highschool
467,38.75,male,49,Midwest,20,bachelor
468,2.740384579,female,31,Midwest,18,highschool
469,38.46154022,male,45,Midwest,16,highschool
470,36.98225021,male,53,Midwest,12,highschool
471,19.23077011,male,49,Midwest,14,highschool
472,14.61538506,male,28,West,16,highschool
473,12.01923084,female,52,Midwest,14,highschool
474,12.01923084,female,40,Midwest,12,highschool
475,7.324999809,female,45,Midwest,12,highschool
476,11.875,male,52,Midwest,13,highschool
477,23.75,female,37,Midwest,16,highschool
478,16.82692337,female,53,Midwest,13,highschool
479,25,male,32,Midwest,12,highschool
480,23.71111107,male,46,Midwest,13,highschool
481,17.30769157,male,61,Midwest,12,highschool
482,34.13461685,female,26,Midwest,18,highschool
483,13.46153831,male,37,Midwest,14,highschool
484,18.91025734,male,48,Midwest,12,highschool
485,9.615385056,male,22,Midwest,12,highschool
486,12.01923084,female,51,Midwest,12,highschool
487,11.23384571,male,26,Midwest,12,highschool
488,12.98076916,female,35,Midwest,12,highschool
489,10.09615421,male,32,Midwest,16,highschool
490,16.19433212,female,58,Midwest,12,highschool
491,2.136752129,male,59,Midwest,12,highschool
492,6.410256386,female,50,Midwest,14,highschool
493,9.340659142,male,54,Midwest,12,highschool
494,13.30128193,male,63,Midwest,14,highschool
495,8.125,male,31,Midwest,9,highschool
496,31.15384674,female,50,Northeast,18,highschool
497,9.615385056,female,62,Northeast,13,highschool
498,40.86538315,male,39,Northeast,16,highschool
499,25.64102554,female,50,West,16,highschool
500,24.03846169,male,55,Northeast,13,highschool
501,15.38461494,male,49,Northeast,12,highschool
502,11.53846169,female,36,Northeast,12,highschool
503,12.01923084,male,38,Northeast,12,highschool
504,23.07692337,male,57,Northeast,12,highschool
505,12.5,male,28,Northeast,9,highschool
506,12.5,male,34,Northeast,16,highschool
507,5.769230843,female,38,Northeast,12,highschool
508,38.46154022,male,48,Northeast,16,highschool
509,20.16129112,male,38,Northeast,12,highschool
510,25,female,54,Northeast,16,highschool
511,22.30769157,male,58,Northeast,18,highschool
512,11.11111069,female,28,Midwest,16,highschool
513,19.18367386,male,29,Midwest,14,highschool
514,13.46153831,female,42,Northeast,16,highschool
515,16.53846169,male,45,Northeast,16,highschool
516,6.926113129,female,55,Northeast,12,highschool
517,5.939903736,male,56,Northeast,12,highschool
518,4.895104885,female,24,Northeast,12,highschool
519,10.737607,female,43,Northeast,16,highschool
520,16.82692337,male,30,Northeast,12,highschool
521,40.38461685,female,49,Northeast,18,highschool
522,31.73077011,female,31,Northeast,16,highschool
523,24.29149818,female,29,Northeast,16,highschool
524,23.07692337,male,47,Northeast,13,highschool
525,11.63967609,female,46,Northeast,13,highschool
526,12.98076916,male,53,Northeast,12,highschool
527,15.18218613,male,58,Northeast,14,highschool
528,10.57692337,female,64,Northeast,12,highschool
529,7.211538315,male,41,South,12,highschool
530,14.42307663,male,37,Northeast,14,highschool
531,8.79807663,male,33,Northeast,12,highschool
532,38.46154022,female,40,Northeast,16,highschool
533,7.10059166,male,35,Northeast,12,highschool
534,13.94230747,female,32,Northeast,12,highschool
535,29.05982971,male,59,Northeast,16,highschool
536,29.80769157,female,57,Northeast,14,highschool
537,10.2564106,female,30,Northeast,16,highschool
538,18.46153831,male,42,Northeast,12,highschool
539,17.39316177,male,21,Northeast,12,highschool
540,16.82692337,female,26,Northeast,14,highschool
541,12.5,female,24,Northeast,12,highschool
542,7.5,female,37,Northeast,12,highschool
543,24.03846169,male,52,Northeast,12,highschool
544,16.82692337,female,51,Northeast,12,highschool
545,11.18067932,male,31,Northeast,14,highschool
546,6.25,female,34,Northeast,12,highschool
547,28.84615326,male,43,Northeast,12,highschool
548,24.03846169,female,40,Northeast,14,highschool
549,11.05769253,male,34,Northeast,14,highschool
550,11.44444466,male,52,Northeast,12,highschool
551,8.653845787,female,53,Northeast,12,highschool
552,7.8125,male,28,Northeast,14,highschool
553,31.25,female,60,Northeast,12,highschool
554,23.93162346,male,47,Northeast,14,highschool
555,7.050000191,male,38,Northeast,9,highschool
556,13.46153831,female,56,Northeast,12,highschool
557,27.01465225,male,42,Northeast,14,highschool
558,14.17451954,female,50,Northeast,16,highschool
559,15.86538506,male,62,Northeast,10,highschool
560,12.82051277,male,50,Northeast,12,highschool
561,21.36752129,male,35,Northeast,12,highschool
562,24.72527504,female,52,Northeast,14,highschool
563,22.18934822,female,58,Northeast,16,highschool
564,11.17500019,female,58,Northeast,12,highschool
565,7.211538315,male,44,Northeast,9,highschool
566,4.326922894,female,39,Northeast,9,highschool
567,16.34615326,male,37,Northeast,13,highschool
568,14.42307663,female,25,Northeast,16,highschool
569,5.219780445,female,24,Northeast,16,highschool
570,17.58241844,female,35,Northeast,13,highschool
571,31.75230789,female,61,Midwest,20,bachelor
572,10.1214571,female,43,Northeast,14,highschool
573,4.230769157,female,47,Midwest,16,highschool
574,6.730769157,female,33,South,16,highschool
575,36.05721283,male,47,South,10,highschool
576,31.25,male,40,South,14,highschool
577,15.76923084,male,31,South,12,highschool
578,16.63201714,female,37,South,12,highschool
579,18.26922989,male,55,South,14,highschool
580,8.653845787,female,56,South,12,highschool
581,15.38461494,male,60,South,12,highschool
582,24.03846169,male,49,South,12,highschool
583,20.76922989,male,52,South,16,highschool
584,15.59251595,female,47,South,16,highschool
585,11.53846169,male,35,South,12,highschool
586,8.974358559,female,33,South,14,highschool
587,16.23931694,male,37,South,14,highschool
588,11.53846169,male,39,South,16,highschool
589,9.615385056,female,41,South,12,highschool
590,17.9765892,male,25,South,12,highschool
591,6,male,46,South,12,highschool
592,13.46153831,female,31,South,13,highschool
593,16.5,male,43,South,13,highschool
594,14.42307663,male,30,South,12,highschool
595,6.593406677,male,23,South,12,highschool
596,5.5,male,25,South,12,highschool
597,18.26922989,female,62,South,12,highschool
598,12.01923084,male,25,South,12,highschool
599,48.07692337,male,46,South,13,highschool
600,21.739645,male,36,South,12,highschool
601,7.5,female,36,South,10,highschool
602,18.75,male,56,South,13,highschool
603,14.42307663,male,55,South,14,highschool
604,22.72727203,male,64,South,13,highschool
605,21.15384674,female,51,South,16,highschool
606,10,male,46,South,11,highschool
607,25,female,47,Northeast,18,highschool
608,20.57500076,male,34,Northeast,12,highschool
609,18.75,female,32,Northeast,12,highschool
610,38.46154022,male,38,Northeast,16,highschool
611,10.57692337,female,23,Northeast,12,highschool
612,12.98076916,male,30,Northeast,13,highschool
613,10.1214571,female,29,Northeast,12,highschool
614,16.82692337,male,50,Northeast,12,highschool
615,7.692307472,female,44,Northeast,12,highschool
616,3.365384579,female,40,Northeast,14,highschool
617,14.42307663,male,45,Northeast,12,highschool
618,8.25,male,37,Northeast,12,highschool
619,14.78022003,female,49,Northeast,16,highschool
620,18.54395676,male,50,Northeast,16,highschool
621,16.34615326,female,61,South,12,highschool
622,5.341880322,male,48,South,18,highschool
623,22.34749603,female,47,South,18,highschool
624,40.86538315,male,44,South,16,highschool
625,45.67307663,female,38,South,16,highschool
626,26.44230843,female,51,South,11,highschool
627,15.38461494,male,48,South,12,highschool
628,11.05769253,female,49,South,12,highschool
629,19.23077011,female,35,South,13,highschool
630,19.23077011,male,40,South,12,highschool
631,45.67307663,male,59,South,12,highschool
632,16.15384674,male,40,South,12,highschool
633,26.92307663,male,38,South,16,highschool
634,13.31360912,male,38,South,12,highschool
635,12.83653831,female,43,South,12,highschool
636,59.13461685,male,38,South,13,highschool
637,23.07692337,male,47,South,13,highschool
638,19.23077011,male,28,South,12,highschool
639,48.07692337,female,28,South,16,highschool
640,8,female,42,South,13,highschool
641,2.884615421,male,28,South,12,highschool
642,9.397115707,female,28,South,10,highschool
643,20.2429142,male,40,South,12,highschool
644,12.14574909,female,40,South,12,highschool
645,9.783654213,female,38,South,12,highschool
646,9.482211113,female,46,South,12,highschool
647,9.615385056,male,33,South,12,highschool
648,11.96581173,male,31,South,16,highschool
